live_id,path,slug,action,target,reason
265,Cosmetics & Personal Care > Haircare Products > Hair Extensions & Wigs,hair-extensions-wigs,MERGE→haircare,haircare,
266,Cosmetics & Personal Care > Haircare Products > Hair Styling Products,hair-styling-products,MERGE→haircare,haircare,
267,Cosmetics & Personal Care > Haircare Products > Hair Coloring Products,hair-coloring-products,MERGE→haircare,haircare,
268,Cosmetics & Personal Care > Haircare Products > Hair Loss Products,hair-loss-products,MERGE→haircare,haircare,
269,Cosmetics & Personal Care > Haircare Products > Hair Accessories,hair-accessories,MERGE→haircare,haircare,
270,Cosmetics & Personal Care > Haircare Products > Haircare Tools,hair-care-tools,MERGE→haircare,haircare,
271,Cosmetics & Personal Care > Haircare Products > Hair Salons,hair-salons,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
272,Cosmetics & Personal Care > Hand & Foot Care > Hand Creams & Lotions,hand-creams-and-lotions,MERGE→nail-hand-foot,nail-hand-foot,
273,Cosmetics & Personal Care > Hand & Foot Care > Hand Wash,hand-wash,MERGE→nail-hand-foot,nail-hand-foot,
274,Cosmetics & Personal Care > Hand & Foot Care > Foot Creams & Lotions,foot-creams-and-lotions,MERGE→nail-hand-foot,nail-hand-foot,
275,Cosmetics & Personal Care > Hand & Foot Care > Moisturizing Soaks & Salts,moisturizing-soaks-salts,MERGE→nail-hand-foot,nail-hand-foot,
276,Cosmetics & Personal Care > Hand & Foot Care > Scrubs,scrubs,MERGE→nail-hand-foot,nail-hand-foot,
277,Cosmetics & Personal Care > Makeup Products > Face Makeup Products,face-makeup-product,MERGE→makeup,makeup,
278,Cosmetics & Personal Care > Makeup Products > Eye Makeup,eye-makeup,MERGE→makeup,makeup,
279,Cosmetics & Personal Care > Makeup Products > Lip Makeup,lip-makeup,MERGE→makeup,makeup,
280,Cosmetics & Personal Care > Makeup Products > Body Makeup,body-makeup,MERGE→makeup,makeup,
281,Cosmetics & Personal Care > Makeup Products > Cosmetology Services,cosmetology-service,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
282,Cosmetics & Personal Care > Men Shaving Products > Manual Shavers,manual-shavers,MERGE→mens-grooming,mens-grooming,
283,Cosmetics & Personal Care > Men Shaving Products > Electrical Shavers,electrical-shavers,MERGE→mens-grooming,mens-grooming,
284,Cosmetics & Personal Care > Men Shaving Products > Shaving Creams & Foam,shaving-creams-or-foam,MERGE→mens-grooming,mens-grooming,
285,Cosmetics & Personal Care > Men Shaving Products > Aftershave Cream & Oil,after-shave-cream-or-oil,MERGE→mens-grooming,mens-grooming,
286,Cosmetics & Personal Care > Men Shaving Products > Beard & Mustache Combs,beard-mustache-combs,MERGE→mens-grooming,mens-grooming,
287,Cosmetics & Personal Care > Men Shaving Products > Shaving Accessories & Sets,shaving-accessories-and-sets,MERGE→mens-grooming,mens-grooming,
288,Cosmetics & Personal Care > Nail Care Products > Nail Art & Polish,nail-art-polish,MERGE→nail-hand-foot,nail-hand-foot,
289,Cosmetics & Personal Care > Nail Care Products > Nail Care Products,nail-care-products-nail-care-products,MERGE→nail-hand-foot,nail-hand-foot,
290,Cosmetics & Personal Care > Nail Care Products > Nail Tools & Accessories,nail-tools-accessories,MERGE→nail-hand-foot,nail-hand-foot,
291,Cosmetics & Personal Care > Nail Care Products > Manicure & Pedicure Services,manicure-pedicure-services,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
292,Cosmetics & Personal Care > Personal Care Services > Female Hair Salons,female-hair-salon,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
293,Cosmetics & Personal Care > Personal Care Services > Traveling Hair Stylists,traveling-hair-stylist,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
294,Cosmetics & Personal Care > Personal Care Services > Barber Shops,barber-shops,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
295,Cosmetics & Personal Care > Personal Care Services > Traveling Braiding Services,traveling-braiding-service,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
296,"Cosmetics & Personal Care > Skin Care Products > Body Lotions, Oils & Other Products",body-lotion-oil-and-other-products,MERGE→skincare,skincare,
297,Cosmetics & Personal Care > Skin Care Products > Sunscreen & Tanners,sunscreen-and-tanners,MERGE→skincare,skincare,
298,Cosmetics & Personal Care > Skin Care Products > Facial Products,facial-products,MERGE→skincare,skincare,
299,Cosmetics & Personal Care > Skin Care Products > Eye Care Products,eye-care-products,MERGE→skincare,skincare,
300,Cosmetics & Personal Care > Skin Care Products > Lip Care Products,lip-care-products,MERGE→skincare,skincare,
301,Cosmetics & Personal Care > Skin Care Products > Hair Removal Products,hair-removal-products,MERGE→skincare,skincare,
302,Cosmetics & Personal Care > Skin Care Products > Body Soaps,body-soaps,MERGE→skincare,skincare,
303,Cosmetics & Personal Care > Skin Care Products > Dusting Powder,dusting-powder,MERGE→skincare,skincare,
304,Education & Training > Vocational Training > Mechanical & Automotive Trainings,mechanical-and-automotive-trainings,MERGE→education-training,education-training,R4: Education root folded; childcare her
305,Education & Training > Vocational Training > Construction Industry Training,construction-industry-training,MERGE→education-training,education-training,R4: Education root folded; childcare her
306,Education & Training > Vocational Training > Healthcare,health-care,MERGE→education-training,education-training,R4: Education root folded; childcare her
307,Education & Training > Vocational Training > Educational,educational,MERGE→education-training,education-training,R4: Education root folded; childcare her
308,Education & Training > Vocational Training > IT Training,it-training,MERGE→education-training,education-training,R4: Education root folded; childcare her
309,Education & Training > Vocational Training > Art & Design,art-and-design,MERGE→education-training,education-training,R4: Education root folded; childcare her
310,Education & Training > Vocational Training > Law & Safety Training,law-and-safety-training,MERGE→education-training,education-training,R4: Education root folded; childcare her
311,Education & Training > Vocational Training > Business & Administrative Courses,business-and-administrative-courses,MERGE→education-training,education-training,R4: Education root folded; childcare her
312,"Electronics > Audio, Radio, & Accessories > Sound Systems",sound-systems,MERGE→audio-sound,audio-sound,
313,"Electronics > Audio, Radio, & Accessories > Speakers & Subwoofers",speakers-and-subwoofers,MERGE→audio-sound,audio-sound,
314,"Electronics > Audio, Radio, & Accessories > Sound Bars",sound-bars,MERGE→audio-sound,audio-sound,
315,"Electronics > Audio, Radio, & Accessories > Microphones",microphones,MERGE→audio-sound,audio-sound,
316,"Electronics > Audio, Radio, & Accessories > Players & Recorders",players-and-recorders,MERGE→audio-sound,audio-sound,
317,"Electronics > Audio, Radio, & Accessories > Accessories",accessories-audio-radio-accessories,MERGE→audio-sound,audio-sound,
318,"Electronics > Audio, Radio, & Accessories > Audio Visual Services",audio-visual-services,MERGE→printing-photography,printing-photography,+AV(318)+photo services(326)
319,"Electronics > Computers, Parts & Accessories > Desktops",desktop,MERGE→computers,computers,
320,"Electronics > Computers, Parts & Accessories > Laptops",laptop,MERGE→computers,computers,
321,"Electronics > Computers, Parts & Accessories > Computer Parts & Accessories",computer-parts-and-accessories,MERGE→computers,computers,
322,"Electronics > Computers, Parts & Accessories > Computer & Networking Services",computer-and-networking-services,MERGE→repair-maintenance,repair-maintenance,computer services
323,"Electronics > Camera, Parts & Accessories > Digital Cameras",digital-cameras,MERGE→cameras-drones,cameras-drones,absorbs Drones branch; VR here
324,"Electronics > Camera, Parts & Accessories > Regular Cameras",regular-cameras,MERGE→cameras-drones,cameras-drones,absorbs Drones branch; VR here
325,"Electronics > Camera, Parts & Accessories > Camera Parts & Accessories",camera-parts-accessories-camera-parts-accessories,MERGE→cameras-drones,cameras-drones,absorbs Drones branch; VR here
326,"Electronics > Camera, Parts & Accessories > Photography & Video Services",photography-and-video-services,MERGE→printing-photography,printing-photography,+AV(318)+photo services(326)
327,Electronics > Drones & Parts > Drones,drones,MERGE→cameras-drones,cameras-drones,absorbs Drones branch; VR here
328,Electronics > Drones & Parts > Projectors,projectors,MERGE→printers-office,printers-office,+projectors(328)
329,Electronics > Drones & Parts > Virtual Reality Equipment,virtual-reality-equipment,MERGE→cameras-drones,cameras-drones,absorbs Drones branch; VR here
330,Electronics > Drones & Parts > Accessories and Parts,accessories-and-parts,MERGE→cameras-drones,cameras-drones,absorbs Drones branch; VR here
331,"Electronics > Phones, Parts & Accessories > Smartphones",smart-phones,MERGE→phones-tablets,phones-tablets,type attr: smartphone/feature/basic/tabl
332,"Electronics > Phones, Parts & Accessories > Basic Phones",basic-phones,MERGE→phones-tablets,phones-tablets,type attr: smartphone/feature/basic/tabl
333,"Electronics > Phones, Parts & Accessories > Feature Phones",feature-phones,MERGE→phones-tablets,phones-tablets,type attr: smartphone/feature/basic/tabl
334,"Electronics > Phones, Parts & Accessories > Tablets",tablets,MERGE→phones-tablets,phones-tablets,type attr: smartphone/feature/basic/tabl
335,"Electronics > Phones, Parts & Accessories > Phone Services",phone-services,MERGE→repair-maintenance,repair-maintenance,phone services
336,"Electronics > Phones, Parts & Accessories > Phone Repair Services",phone-repair-services,MERGE→repair-maintenance,repair-maintenance,phone repair
337,"Electronics > Phones, Parts & Accessories > Others",others-phones-parts-accessories,MERGE→phones-tablets,phones-tablets,type attr: smartphone/feature/basic/tabl
339,"Electronics > TV, Video, Games > TV",tv,MERGE→tv-video,tv-video,
340,"Electronics > TV, Video, Games > Video Game Consoles",video-game-console,MERGE→gaming,gaming,
341,"Electronics > TV, Video, Games > DVD Players",dvd-players,MERGE→tv-video,tv-video,
342,"Electronics > TV, Video, Games > Blue Ray Players",blue-ray-player,MERGE→tv-video,tv-video,
343,"Electronics > TV, Video, Games > Accessories",accessories-tv-video-games,MERGE→tv-video,tv-video,
344,Events & Gatherings > Event Organizing Services > Event Organizers,event-organizers,MERGE→events-services,events-services,R3: Events root folded; +Catering(4249)
345,Events & Gatherings > Event Organizing Services > Event Safety & Security Services,event-safety-security-service,MERGE→events-services,events-services,R3: Events root folded; +Catering(4249)
346,Events & Gatherings > Event Organizing Services > Event Catering Services,event-catering-service,MERGE→events-services,events-services,R3: Events root folded; +Catering(4249)
347,Events & Gatherings > Event Organizing Services > Event Attendant Services,event-attendant-service,MERGE→events-services,events-services,R3: Events root folded; +Catering(4249)
348,Events & Gatherings > Event Organizing Services > Decorating Services,decorating-service,MERGE→events-services,events-services,R3: Events root folded; +Catering(4249)
349,Events & Gatherings > Event Organizing Services > Event Media Services,event-media-service,MERGE→events-services,events-services,R3: Events root folded; +Catering(4249)
350,Health & Fitness > Health Service Providers > Acute Care Service Providers,acute-care-service-providers,MERGE→health-services,health-services,clinics/diagnostics/homecare; NO pharmac
351,Health & Fitness > Health Service Providers > Diagnostic Centers,diagnostic-centers,MERGE→health-services,health-services,clinics/diagnostics/homecare; NO pharmac
352,Health & Fitness > Health Service Providers > Family Planning Services Providers,family-planning-services-providers,MERGE→health-services,health-services,clinics/diagnostics/homecare; NO pharmac
353,Health & Fitness > Health Service Providers > Specialized Care Service Providers,specialized-care-service-providers,MERGE→health-services,health-services,clinics/diagnostics/homecare; NO pharmac
354,Health & Fitness > Health Service Providers > EMT Services,emt-services,MERGE→health-services,health-services,clinics/diagnostics/homecare; NO pharmac
355,Health & Fitness > Health Service Providers > Homecare Services,home-care-services,MERGE→health-services,health-services,clinics/diagnostics/homecare; NO pharmac
356,Health & Fitness > Health Service Providers > Other Service Providers,other-service-providers,MERGE→health-services,health-services,clinics/diagnostics/homecare; NO pharmac
357,Health & Fitness > Pharmacy > OTC Medicines & Treatments,otc-medicines-and-treatments,MERGE→health-wellness,health-wellness,OTC/vitamins per REQ-017; +medical equip
358,Health & Fitness > Pharmacy > Child Health and Wellbeing Needs,child-health-and-wellbeing-needs,MERGE→health-wellness,health-wellness,OTC/vitamins per REQ-017; +medical equip
359,Health & Fitness > Pharmacy > Home Healthcare Solutions,home-health-care-solutions,MERGE→health-wellness,health-wellness,OTC/vitamins per REQ-017; +medical equip
360,Health & Fitness > Pharmacy > Personal Care,personal-care,MERGE→health-wellness,health-wellness,OTC/vitamins per REQ-017; +medical equip
361,Health & Fitness > Pharmacy > Vitamins & Supplements,vitamins-and-supplements,MERGE→health-wellness,health-wellness,OTC/vitamins per REQ-017; +medical equip
362,Health & Fitness > Pharmacy with Prescription > Antimicrobials,antimicrobials,RETIRE,,Prescription pharmacy excluded (REQ-017)
363,Health & Fitness > Pharmacy with Prescription > Cardiovascular Medicines,cardiovascular-medicines,RETIRE,,Prescription pharmacy excluded (REQ-017)
364,Health & Fitness > Pharmacy with Prescription > Digestive & Respiratory System Medicines,digestive-and-breathing-system-medicines,RETIRE,,Prescription pharmacy excluded (REQ-017)
365,Health & Fitness > Pharmacy with Prescription > Kidneys & Hormonal Medication,kidneys-and-hormonal-medication,RETIRE,,Prescription pharmacy excluded (REQ-017)
366,Health & Fitness > Pharmacy with Prescription > Anti Inflammatory & Pain Medications,anti-inflammatory-and-pain-medications,RETIRE,,Prescription pharmacy excluded (REQ-017)
367,Health & Fitness > Pharmacy with Prescription > Neurological & Psychiatric Medication,neurological-psychiatric-medications,RETIRE,,Prescription pharmacy excluded (REQ-017)
368,Health & Fitness > Pharmacy with Prescription > Topical Medication,topical-medicines,RETIRE,,Prescription pharmacy excluded (REQ-017)
369,Health & Fitness > Pharmacy with Prescription > Antiallergy Medication,anti-allergy-medicines,RETIRE,,Prescription pharmacy excluded (REQ-017)
370,Health & Fitness > Sport & Fitness Centers > Fitness Centers,fitness-centers,MERGE→fitness-centers,fitness-centers,
371,Health & Fitness > Sport & Fitness Centers > Fitness Centers with Coaches,fitness-centers-with-coaches,MERGE→fitness-centers,fitness-centers,
372,Health & Fitness > Sport & Fitness Centers > Fitness Coaching,fitness-coaching,MERGE→fitness-centers,fitness-centers,
373,Health & Fitness > Sport & Fitness Centers > Outdoor Sports Centers,outdoor-sport-centers,MERGE→fitness-centers,fitness-centers,
374,Health & Fitness > Sport & Fitness Centers > Indoor Sports Centers,indoor-sport-centers,MERGE→fitness-centers,fitness-centers,
375,Health & Fitness > Sport & Fitness Centers > Track & Field Training Centers,track-field-training-centers,MERGE→fitness-centers,fitness-centers,
376,Health & Fitness > Sport & Fitness Equipment Supplies > Fitness Equipment,fitness-equipment,MERGE→fitness-equipment,fitness-equipment,
377,Health & Fitness > Sport & Fitness Equipment Supplies > Soccer Supplies,soccer-supplies,MERGE→sports-equipment,sports-equipment,sport attr
378,Health & Fitness > Sport & Fitness Equipment Supplies > Track & Field Supplies,track-and-field-supplies,MERGE→sports-equipment,sports-equipment,sport attr
379,Health & Fitness > Sport & Fitness Equipment Supplies > Tennis & Racquet Sports,tennis-and-racquet-sports,MERGE→sports-equipment,sports-equipment,sport attr
380,Health & Fitness > Sport & Fitness Equipment Supplies > Basketball,basketball,MERGE→sports-equipment,sports-equipment,sport attr
381,Health & Fitness > Sport & Fitness Equipment Supplies > Swimming & Boxing Supplies,swimming-and-boxing-supplies,MERGE→sports-equipment,sports-equipment,sport attr
382,Health & Fitness > Sport & Fitness Equipment Supplies > Bicycles & Related Accessories,bicycles-and-related-accessories,MERGE→sports-equipment,sports-equipment,sport attr
383,Travel & Accommodation > Accommodation > Hotels & Inns,hotels-and-inns,MERGE→hotels-guesthouses,hotels-guesthouses,
384,Travel & Accommodation > Accommodation > Resorts,resorts,MERGE→resorts-lodges,resorts-lodges,
385,Travel & Accommodation > Accommodation > Bed & Breakfast,bed-and-breakfast,MERGE→hotels-guesthouses,hotels-guesthouses,
386,Travel & Accommodation > Accommodation > Lodges & Condos,lodges-and-condos,MERGE→hotels-guesthouses,hotels-guesthouses,
387,Travel & Accommodation > Accommodation > Guest House,gust-house,MERGE→hotels-guesthouses,hotels-guesthouses,
388,Travel & Accommodation > Accommodation > Motels & Hostels,motels-and-hostels,MERGE→hotels-guesthouses,hotels-guesthouses,
389,Travel & Accommodation > Dinning & Entertainments > Restaurants,restaurants,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
390,Travel & Accommodation > Dinning & Entertainments > Bars & Sport Bars,bars-and-sport-bars,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
391,Travel & Accommodation > Dinning & Entertainments > Nightclubs,night-clubs,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
392,Travel & Accommodation > Dinning & Entertainments > Fast Food Restaurants,fast-food-restaurants,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
393,Travel & Accommodation > Dinning & Entertainments > Community Pubs,community-pubs,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
394,Travel & Accommodation > Dinning & Entertainments > Breakfast Cafés,breakfast-cafes,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
395,Travel & Accommodation > Dinning & Entertainments > Bakeries & Cake Shops,bakeries-and-cake-shops,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
396,Travel & Accommodation > Dinning & Entertainments > Coffee & Tea Shops,coffee-and-tea-shops,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
397,Travel & Accommodation > Tour Guides > Historic Tour Guides,historic-tour-guide,MERGE→tours-tickets,tours-tickets,
398,Travel & Accommodation > Tour Guides > Religious Tour Guides,religious-tour-guide,MERGE→tours-tickets,tours-tickets,
399,Travel & Accommodation > Transportation > International Flight,international-flight,MERGE→tours-tickets,tours-tickets,
400,Travel & Accommodation > Transportation > Domestic Flights,domestic-flights,MERGE→tours-tickets,tours-tickets,
401,Travel & Accommodation > Transportation > Long Distance Bus Services,long-distance-bus-services,MERGE→tours-tickets,tours-tickets,
402,Travel & Accommodation > Transportation > Short Distance Transport Services,short-distance-transport-services,MERGE→tours-tickets,tours-tickets,
403,"Travel & Accommodation > Transportation > Taxi, Shuttle & Limousine Services",taxi-shuttle-or-limousine-services,MERGE→tours-tickets,tours-tickets,
404,Travel & Accommodation > Transportation > Public Mass Transport Services,public-mass-transport-services,MERGE→tours-tickets,tours-tickets,
405,Travel & Accommodation > Transportation > Car Rentals,car-rental,MERGE→vehicle-hire,vehicle-hire,canonical here; pointer from Travel
406,Travel & Accommodation > Travel Organizers > Private Tour Organizers,private-tour-organisers,MERGE→tours-tickets,tours-tickets,
407,Travel & Accommodation > Travel Organizers > Religious Tour Organizers,religious-tour-organizers,MERGE→tours-tickets,tours-tickets,
408,Travel & Accommodation > Travel Organizers > Group Tour Organizers,group-tour-organizers,MERGE→tours-tickets,tours-tickets,
409,Travel & Accommodation > Travel Organizers > Hiking & Camping Tour Organizers,hiking-and-camping-tour-organizers,MERGE→tours-tickets,tours-tickets,
410,Travel & Accommodation > Travel Organizers > Historic Tour Organizers,historic-tour-organizers,MERGE→tours-tickets,tours-tickets,
411,Travel & Accommodation > Travel Related Services & Goods > Travel Document Services,travel-document-services,MERGE→travel-services,travel-services,
412,Travel & Accommodation > Travel Related Services & Goods > Travel Required Immunization,travel-required-immunization,MERGE→travel-services,travel-services,
413,Travel & Accommodation > Travel Related Services & Goods > Travel Related Medical Screening & Testing Services,travel-related-medical-screening-and-testing-service,MERGE→travel-services,travel-services,
414,Travel & Accommodation > Travel Related Services & Goods > Travel Accessories,travel-accessories,MERGE→travel-services,travel-services,
416,Clothing & Luggage > Women Clothing > Outerwear,outerwear,MERGE→womens-clothing,womens-clothing,wedding/occasion = attr occasion
417,Clothing & Luggage > Women Clothing > Innerwear,innerwear,MERGE→womens-clothing,womens-clothing,wedding/occasion = attr occasion
418,Clothing & Luggage > Women Clothing > Activewear,activewear,MERGE→womens-clothing,womens-clothing,wedding/occasion = attr occasion
419,Clothing & Luggage > Women Clothing > Nightwear & Loungewear,nightwear-and-loungewear,MERGE→womens-clothing,womens-clothing,wedding/occasion = attr occasion
420,Clothing & Luggage > Women Clothing > Wedding & Occasion Dressing,wedding-and-occasion-dressing,MERGE→womens-clothing,womens-clothing,wedding/occasion = attr occasion
421,Clothing & Luggage > Women Clothing > Shoes,shoes,MERGE→shoes,shoes,gender attr
422,Clothing & Luggage > Women Clothing > Handbags & Wallets,handbags-and-wallets,MERGE→bags-luggage,bags-luggage,
423,Clothing & Luggage > Women Clothing > Jewelry & Watches,jewelry-and-watches,MERGE→jewelry-watches,jewelry-watches,cur 'accessories' renamed
424,Clothing & Luggage > Women Clothing > Fashion Accessories,fashion-accessories,MERGE→womens-clothing,womens-clothing,wedding/occasion = attr occasion
425,Clothing & Luggage > Men Clothing > Pants and Shorts,pants-and-shorts,MERGE→mens-clothing,mens-clothing,
426,Clothing & Luggage > Men Clothing > Shirts,shirts,MERGE→mens-clothing,mens-clothing,
427,Clothing & Luggage > Men Clothing > Sweaters,sweaters,MERGE→mens-clothing,mens-clothing,
428,Clothing & Luggage > Men Clothing > Suits,suits,MERGE→mens-clothing,mens-clothing,
429,Clothing & Luggage > Men Clothing > Outerwear,outerwear-men-clothing,MERGE→mens-clothing,mens-clothing,
430,Clothing & Luggage > Men Clothing > Sportwear,sportwear,MERGE→mens-clothing,mens-clothing,
431,Clothing & Luggage > Men Clothing > Shoes,shoes-men-clothing,MERGE→shoes,shoes,gender attr
432,Clothing & Luggage > Men Clothing > Innerwear,innerwear-men-clothing,MERGE→mens-clothing,mens-clothing,
433,Clothing & Luggage > Men Clothing > Men clothing & Shoe Services,men-clothing-and-shoe-services,MERGE→personal-care-services,personal-care-services,clothing/shoe services
434,Clothing & Luggage > Men Clothing > Men Fashion Accessories,men-fashion-accessories,MERGE→mens-clothing,mens-clothing,
435,Clothing & Luggage > Teens Clothing > Girls Clothing,girls-clothing,MERGE→kids-clothing,kids-clothing,canonical under Babies&Kids; pointer fro
436,Clothing & Luggage > Teens Clothing > Boys Clothing,boys-clothing,MERGE→kids-clothing,kids-clothing,canonical under Babies&Kids; pointer fro
437,Clothing & Luggage > Newborn and infant clothing > Baby Girl,baby-girl,MERGE→kids-clothing,kids-clothing,canonical under Babies&Kids; pointer fro
438,Clothing & Luggage > Newborn and infant clothing > Baby Boy,baby-boy,MERGE→kids-clothing,kids-clothing,canonical under Babies&Kids; pointer fro
439,Clothing & Luggage > Newborn and infant clothing > Newborn Accessories,newborn-accessories,MERGE→kids-clothing,kids-clothing,canonical under Babies&Kids; pointer fro
440,Clothing & Luggage > Toddler Clothing > Toddler Girl,toddler-girl,MERGE→kids-clothing,kids-clothing,canonical under Babies&Kids; pointer fro
441,Clothing & Luggage > Toddler Clothing > Toddler Boy,toddler-boy,MERGE→kids-clothing,kids-clothing,canonical under Babies&Kids; pointer fro
442,Clothing & Luggage > Traditional Cloth > Tibeb with Netela,tibeb-with-netela,MERGE→traditional-cloth,traditional-cloth,Tibeb/Netela/Gabi = product_type attr; c
443,Clothing & Luggage > Traditional Cloth > Netela,netela,MERGE→traditional-cloth,traditional-cloth,Tibeb/Netela/Gabi = product_type attr; c
444,Clothing & Luggage > Traditional Cloth > Gabi,gabi,MERGE→traditional-cloth,traditional-cloth,Tibeb/Netela/Gabi = product_type attr; c
445,Clothing & Luggage > Uniforms > school Uniform,school-uniform,MERGE→uniforms,uniforms,
446,Clothing & Luggage > Uniforms > Medical Uniform,medical-uniform,MERGE→uniforms,uniforms,
447,Clothing & Luggage > Uniforms > Restaurant Uniforms,restaurant-uniforms,MERGE→uniforms,uniforms,
448,Clothing & Luggage > Uniforms > Food Processing Uniforms,food-processing-uniforms,MERGE→uniforms,uniforms,
449,Clothing & Luggage > Uniforms > Office Uniforms,office-uniforms,MERGE→uniforms,uniforms,
450,Clothing & Luggage > Uniforms > Industrial Uniforms,industrial-uniforms,MERGE→uniforms,uniforms,
451,Clothing & Luggage > Uniforms > Services,services-uniforms,MERGE→uniforms,uniforms,uniform services
452,Clothing & Luggage > Luggage & Travel Accessories > Luggage,luggage,MERGE→bags-luggage,bags-luggage,
453,Clothing & Luggage > Luggage & Travel Accessories > Travel Totes,travel-totes,MERGE→bags-luggage,bags-luggage,
454,Clothing & Luggage > Luggage & Travel Accessories > Gym Bags,gym-bags,MERGE→bags-luggage,bags-luggage,
455,Clothing & Luggage > Luggage & Travel Accessories > Backpacks,backpacks,MERGE→bags-luggage,bags-luggage,
456,Clothing & Luggage > Luggage & Travel Accessories > Laptop & Messenger Bags,lap-top-and-messenger-bags,MERGE→bags-luggage,bags-luggage,
457,Clothing & Luggage > Luggage & Travel Accessories > Travel Accessories,travel-accessories-luggage-and-travel-accessories,MERGE→bags-luggage,bags-luggage,
458,Jobs & Vacancies > Job Openings > Tourism & Hospitality Industry Jobs,tourism-and-hospitality-industry-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
459,Jobs & Vacancies > Job Openings > Construction & Transport Jobs,construction-and-transport-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
460,Jobs & Vacancies > Job Openings > Business & Administrative Jobs,business-and-administrative-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
461,"Jobs & Vacancies > Job Openings > Finance, Accounting & Marketing Jobs",finance-accounting-and-marketing-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
462,Jobs & Vacancies > Job Openings > IT Jobs,it-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
463,"Jobs & Vacancies > Job Openings > Legal, Safety & Security Jobs",legal-safety-and-security-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
464,"Jobs & Vacancies > Job Openings > Auto, Machinery & Industrial jobs",auto-machinery-and-industrial-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
465,Jobs & Vacancies > Job Openings > Academic Jobs,academic-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
466,Jobs & Vacancies > Job Openings > Healthcare Jobs,health-care-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
467,Jobs & Vacancies > Job Seekers > Tourism & Hospitality Jobs,tourism-and-hospitality-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
468,Jobs & Vacancies > Job Seekers > Construction & Transportation Jobs,construction-and-transportation-jobseekers,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
469,Jobs & Vacancies > Job Seekers > Business & Administrative Jobs,business-and-administrative,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
470,"Jobs & Vacancies > Job Seekers > Sales, Marketing & Finance",sales-marketing-and-finance,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
471,Jobs & Vacancies > Job Seekers > IT Jobs,it-job-seekers,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
472,"Jobs & Vacancies > Job Seekers > Legal, Safety & Security Jobs",legal-safety-and-security-jobs-jobs,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
473,"Jobs & Vacancies > Job Seekers > Auto, Machinery & Industrial Jobs",auto-machinery-and-industrial-jobs-job-seeker,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
474,Jobs & Vacancies > Job Seekers > Academic Jobs,academic,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
475,Jobs & Vacancies > Job Seekers > Healthcare Jobs,health-care-job-seeker,RETIRE,,Jobs: not a marketplace category (REQ-017 amend); Tenders incl.
476,Services > Cleaning Services > Office & Business Cleaning Services,office-and-business-cleaning-services,MERGE→home-services,home-services,cleaning+laundry+garbage
477,Services > Cleaning Services > Residential Cleaning Services,residential-cleaning-service,MERGE→home-services,home-services,cleaning+laundry+garbage
478,Services > Cleaning Services > Laundry Services,laundry-services,MERGE→home-services,home-services,cleaning+laundry+garbage
479,Services > Cleaning Services > Garbage Disposal Services,garbage-disposal-service,MERGE→home-services,home-services,cleaning+laundry+garbage
